STT,year,location_code,Tong_Import,Tong_Export,Balance
643,1966,CIV,245321757,368476597,123154840
644,1966,CMR,134806678,177758191,42951513
645,1966,COD,241117764,540125127,299007363
646,1966,COG,68794918,56919235,-11875683
647,1966,COK,17100,7884,-9216
648,1966,COL,650524320,555082170,-95442150
649,1966,COM,4392386,2278380,-2114006
650,1966,CRI,163327964,142828599,-20499365
651,1966,CUB,230674596,161589863,-69084733
652,1966,CYP,123334019,85340454,-37993565
653,1966,DEU,17861982760,21594077620,3732094860
654,1966,DJI,33204811,857701,-32347110
655,1966,DMA,661697,1355,-660342
656,1966,DNK,2786438132,2361405674,-425032458
657,1966,DOM,160426563,142282505,-18144058
658,1966,DZA,626868848,837726773,210857925
659,1966,ECU,181314835,241643727,60328892
660,1966,EGY,827538049,375309598,-452228451
661,1966,ESP,3468510002,1424281664,-2044228338
662,1966,ETH,142427909,94286501,-48141408
663,1966,FIN,1406401858,1359056034,-47345824
664,1966,FJI,47481697,29768231,-17713466
665,1966,FRA,11470864655,10624330891,-846533764
666,1966,FRO,0,16900,16900
667,1966,GAB,54387729,118889225,64501496
668,1966,GBR,15057311956,14237368019,-819943937
669,1966,GHA,279428607,250947584,-28481023
670,1966,GIB,2092981,21302,-2071679
671,1966,GIN,39463780,48930679,9466899
672,1966,GMB,15309785,16838648,1528863
673,1966,GNB,23687134,12610144,-11076990
674,1966,GNQ,15626212,4099902,-11526310
675,1966,GRC,1155550395,394357431,-761192964
676,1966,GRL,1074499,3895,-1070604
677,1966,GTM,217136921,258463388,41326467
678,1966,GUY,87603908,96859918,9256010
679,1966,HKG,1888246551,1385704230,-502542321
680,1966,HND,137700535,171593968,33893433
681,1966,HTI,36770117,39962222,3192105
682,1966,HUN,449163086,412552575,-36610511
683,1966,IDN,495204044,829153380,333949336
684,1966,IND,2492760392,1478845206,-1013915186
685,1966,IRL,967834618,748748074,-219086544
686,1966,IRN,904335710,1623862281,719526571
687,1966,IRQ,368218255,926477105,558258850
688,1966,ISL,140060516,127719590,-12340926
689,1966,ISR,730436727,478002712,-252434015
690,1966,ITA,8212917979,7579218703,-633699276
691,1966,JAM,292147538,265386822,-26760716
692,1966,JOR,183246246,27923905,-155322341
693,1966,JPN,8502711522,9174873202,672161680
694,1966,KEN,286960373,174878626,-112081747
695,1966,KHM,82096185,63317868,-18778317
696,1966,KOR,733164431,230119647,-503044784
697,1966,KWT,399394194,1642249809,1242855615
698,1966,LAO,37836460,4121611,-33714849
699,1966,LBN,450905649,120787165,-330118484
700,1966,LBR,469573263,221249448,-248323815
701,1966,LBY,427901188,1199325200,771424012
702,1966,LKA,386123048,352028083,-34094965
703,1966,MAC,0,69729,69729
704,1966,MAR,456348766,498530429,42181663
705,1966,MDG,120444044,101160358,-19283686
706,1966,MDV,840881,0,-840881
707,1966,MEX,1809120265,1371024756,-438095509
708,1966,MLI,28545605,14259159,-14286446
709,1966,MLT,116070830,19057701,-97013129
710,1966,MMR,171295840,225314386,54018546
711,1966,MNG,1743153,7466008,5722855
712,1966,MOZ,189809826,118570508,-71239318
713,1966,MRT,24637746,82072346,57434600
714,1966,MUS,53761501,75178392,21416891
715,1966,MWI,64041882,48565842,-15476040
716,1966,MYS,1265575867,1389496213,123920346
717,1966,NCL,67617922,59233154,-8384768
718,1966,NER,30635371,35034231,4398860
719,1966,NGA,653224629,801300916,148076287
720,1966,NIC,176695724,147277866,-29417858
721,1966,NLD,10784830602,8659866838,-2124963764
722,1966,NOR,2269784626,1590987041,-678797585
723,1966,NPL,42431940,16061642,-26370298
724,1966,NZL,1004665294,1135488461,130823167
725,1966,OMN,75959427,222802511,146843084
726,1966,PAK,876882727,605204456,-271678271
727,1966,PAN,392857382,143408484,-249448898
728,1966,PER,799320801,840521516,41200715
729,1966,PHL,1004782961,980718098,-24064863
730,1966,PNG,102594031,41740208,-60853823
731,1966,POL,819949134,848633172,28684038
732,1966,PRK,29052153,32674069,3621916
733,1966,PRT,1013463386,632729489,-380733897
734,1966,PRY,70051093,60131065,-9920028
735,1966,PYF,38459107,15618514,-22840593
736,1966,QAT,65027856,186683845,121655989
737,1966,REU,90226703,47851752,-42374951
738,1966,ROU,473974546,390352923,-83621623
739,1966,RWA,8553624,4605946,-3947678
740,1966,SAU,472805663,1464355053,991549390
741,1966,SDN,201019773,201468011,448238
742,1966,SEN,187743959,177109205,-10634754
743,1966,SGP,1241840929,905698145,-336142784
744,1966,SLE,77435413,98497791,21062378
745,1966,SLV,215329489,183725639,-31603850
746,1966,SOM,32729677,22183288,-10546389
747,1966,SPM,5229503,1337338,-3892165
748,1966,SUR,68374840,98067050,29692210
749,1966,SWE,4262816998,4092083093,-170733905
750,1966,SYC,306074,0,-306074
751,1966,SYR,170066435,150095424,-19971011
752,1966,TCD,27703613,22005849,-5697764
753,1966,TGO,40581781,43661189,3079408
754,1966,THA,1153838524,748471799,-405366725
755,1966,TLS,19740287,25654665,5914378
756,1966,TTO,327877689,295553066,-32324623
757,1966,TUN,232833503,175357973,-57475530
758,1966,TUR,868242330,539664414,-328577916
759,1966,TWN,676065579,563819238,-112246341
760,1966,TZA,122529049,200660986,78131937
761,1966,UGA,60798873,152004540,91205667
762,1966,URY,133807397,211545238,77737841
763,1966,USA,24934004544,29549308193,4615303649
764,1966,VEN,1204046194,2699418171,1495371977
765,1966,VIR,8048600,1197,-8047403
766,1966,VNM,808255363,32950915,-775304448
767,1966,VUT,39346042,67485003,28138961
768,1966,WSM,6640913,2918426,-3722487
769,1966,YEM,8598388,4421529,-4176859
770,1966,ZAF,2174443750,1660395553,-514048197
771,1966,ZMB,359230782,654287302,295056520
772,1966,ZWE,75722312,172246718,96524406
773,1967,AGO,254183740,228592742,-25590998
774,1967,ALB,15275725,5418852,-9856873
775,1967,AND,0,9590,9590
776,1967,ANT,870634779,621375067,-249259712
777,1967,ARE,221338,350636,129298
778,1967,ARG,1076118511,1715143561,639025050
779,1967,ATG,1671297,0,-1671297
780,1967,AUS,3212637175,3416627541,203990366
781,1967,AUT,2252640898,1613777886,-638863012
782,1967,BDI,13189415,26281978,13092563
783,1967,BEL,7702466125,7336534761,-365931364
784,1967,BEN,41738387,18049457,-23688930
785,1967,BFA,28146118,18254468,-9891650
786,1967,BGR,399620894,256587270,-143033624
787,1967,BHR,98827068,127201620,28374552
788,1967,BHS,211971231,33726450,-178244781
789,1967,BLZ,3444,9227,5783
790,1967,BMU,108429837,34820693,-73609144
791,1967,BOL,136636708,145377903,8741195
792,1967,BRA,1591676007,1756996991,165320984
793,1967,BRB,68750529,27151420,-41599109
794,1967,BRN,42888799,97625051,54736252
795,1967,CAF,31306807,29472638,-1834169
796,1967,CAN,9825522615,10877134440,1051611825
797,1967,CHE,4438514899,3431076983,-1007437916
798,1967,CHL,734523438,1017880095,283356657
799,1967,CHN,1402921746,1571795101,168873355
800,1967,CIV,270591301,377803025,107211724
801,1967,CMR,163944628,183844301,19899673
802,1967,COD,221928901,497887860,275958959
803,1967,COG,76283010,82265603,5982593
804,1967,COL,450349086,554283730,103934644
805,1967,COM,4300614,2289733,-2010881
806,1967,CPV,1160800,0,-1160800
807,1967,CRI,170495595,155643176,-14852419
808,1967,CUB,224282547,156283045,-67999502
809,1967,CYM,0,1010,1010
810,1967,CYP,131391693,76622116,-54769577
811,1967,DEU,17099432638,23135237447,6035804809
812,1967,DJI,35295640,1215621,-34080019
813,1967,DMA,36897,0,-36897
814,1967,DNK,2911041657,2414892540,-496149117
815,1967,DOM,166993724,149558217,-17435507
816,1967,DZA,554739426,857851846,303112420
817,1967,ECU,230067071,265810736,35743665
818,1967,EGY,553045947,372464327,-180581620
819,1967,ESP,3411208123,1564970928,-1846237195
820,1967,ETH,133822722,106499915,-27322807
821,1967,FIN,1344274952,1347554779,3279827
822,1967,FJI,60415356,36368117,-24047239
823,1967,FRA,12063081482,11033587340,-1029494142
824,1967,FRO,0,13198,13198
825,1967,GAB,55627746,149509548,93881802
826,1967,GBR,15929034174,13943274781,-1985759393
827,1967,GHA,258504539,277252394,18747855
828,1967,GIB,735284,29323,-705961
829,1967,GIN,27249056,43116783,15867727
830,1967,GMB,16429572,24708972,8279400
831,1967,GNB,25742134,13417971,-12324163
832,1967,GNQ,10948938,3137348,-7811590
833,1967,GRC,1131395055,449663863,-681731192
834,1967,GRL,1395199,0,-1395199
835,1967,GTM,237684890,216572388,-21112502
836,1967,GUY,91684133,112071966,20387833
837,1967,HKG,1856622010,1594784242,-261837768
838,1967,HND,145858582,182381876,36523294
839,1967,HTI,37799088,40358533,2559445
840,1967,HUN,472387004,427328711,-45058293
841,1967,IDN,693624728,882516857,188892129
842,1967,IND,2457335626,1510444899,-946890727
843,1967,IRL,1019536959,852738596,-166798363
844,1967,IRN,1036509338,1988538735,952029397
845,1967,IRQ,299465487,817272156,517806669
846,1967,ISL,134802919,100677159,-34125760
847,1967,ISR,689104299,525585226,-163519073
848,1967,ITA,9141244821,8195437875,-945806946
849,1967,JAM,305021752,277713173,-27308579
850,1967,JOR,156734646,32468500,-124266146
851,1967,JPN,10243838854,9899838454,-344000400
852,1967,KEN,299226316,175656669,-123569647
853,1967,KHM,79954278,81750091,1795813
854,1967,KOR,994099889,298389599,-695710290
855,1967,KWT,468543010,1802830400,1334287390
856,1967,LAO,41633112,3625215,-38007897
857,1967,LBN,507506107,161116793,-346389314
858,1967,LBR,600250471,229539945,-370710526
859,1967,LBY,518566627,1372986145,854419518
860,1967,LKA,332290447,341383094,9092647
861,1967,MAC,0,9044,9044
862,1967,MAR,504479418,478043710,-26435708
863,1967,MDG,128038611,105617259,-22421352
864,1967,MEX,1975602281,1349612875,-625989406
865,1967,MLI,30022415,9095619,-20926796
866,1967,MLT,126325602,20957230,-105368372
867,1967,MMR,145623637,135133343,-10490294
868,1967,MNG,644185,5042838,4398653
869,1967,MOZ,206798691,167412757,-39385934
870,1967,MRT,36967840,88388113,51420273
871,1967,MUS,57372234,59998692,2626458
872,1967,MWI,65097659,55905281,-9192378
873,1967,MYS,1254417320,1341979266,87561946
874,1967,NCL,81432039,73668951,-7763088
875,1967,NER,37223347,39500794,2277447
876,1967,NGA,559086639,687549919,128463280
877,1967,NIC,192481702,153818736,-38662966
878,1967,NLD,11126538890,8960383921,-2166154969
879,1967,NOR,2616293736,1741469146,-874824590
880,1967,NPL,34844296,24864968,-9979328
881,1967,NZL,878673764,1053185260,174511496
882,1967,OMN,102119538,348011362,245891824
883,1967,PAK,1045613552,627698898,-417914654
884,1967,PAN,420904714,141022648,-279882066
885,1967,PER,743655390,815166556,71511166
886,1967,PHL,1260992151,926050007,-334942144
887,1967,PNG,119909387,42767452,-77141935
888,1967,POL,898405830,889632180,-8773650
889,1967,PRK,28838312,39570847,10732535
890,1967,PRT,1064160271,714292441,-349867830
891,1967,PRY,81045295,51102071,-29943224
892,1967,PYF,40803826,10204390,-30599436
893,1967,QAT,85779470,211002041,125222571
894,1967,REU,103807567,41431160,-62376407
895,1967,ROU,700038221,521289375,-178748846
896,1967,RWA,7290028,4947803,-2342225
897,1967,SAU,492711942,1748933737,1256221795
898,1967,SDN,216671005,216329834,-341171
899,1967,SEN,204996985,164285416,-40711569
900,1967,SGP,1389959552,937866329,-452093223
901,1967,SLE,68133560,107746217,39612657
902,1967,SLV,205084894,201614881,-3470013
903,1967,SOM,28014490,17569879,-10444611
904,1967,SPM,6209515,1753415,-4456100
905,1967,SUR,77675957,108939565,31263608
906,1967,SWE,4371468995,4351412098,-20056897
907,1967,SYC,0,1738,1738
908,1967,SYR,145487726,158640042,13152316
909,1967,TCD,26738121,17646933,-9091188
910,1967,TGO,40921797,38721194,-2200603
911,1967,THA,979780248,698151264,-281628984
912,1967,TLS,17781283,30893981,13112698
913,1967,TTO,359966703,335887834,-24078869
914,1967,TUN,231184231,176296573,-54887658
915,1967,TUR,726581164,532287945,-194293219
916,1967,TWN,838001998,674315968,-163686030
917,1967,TZA,126141606,205835018,79693412
918,1967,UGA,61802386,168244407,106442021
919,1967,URY,121930440,151826104,29895664
920,1967,USA,26318114794,30515331817,4197217023
921,1967,VEN,1222808624,2956614201,1733805577
922,1967,VIR,25077996,0,-25077996
923,1967,VNM,787039720,25702153,-761337567
924,1967,VUT,42286872,74064301,31777429
925,1967,WSM,6923046,2998524,-3924522
926,1967,YEM,14218717,2958113,-11260604
927,1967,ZAF,2403370665,1869979472,-533391193
928,1967,ZMB,440130828,645846519,205715691
929,1967,ZWE,58437415,91207827,32770412
930,1968,AGO,270231154,283923588,13692434
931,1968,ALB,18789106,7809035,-10980071
932,1968,AND,0,6237,6237
933,1968,ANT,792495071,622277022,-170218049
934,1968,ARE,7088870,5847176,-1241694
935,1968,ARG,1219092030,1506021494,286929464
936,1968,ATG,2837998,26682,-2811316
937,1968,AUS,3515848285,3408495685,-107352600
938,1968,AUT,2426640884,1772859426,-653781458
939,1968,BDI,16334255,26607801,10273546
940,1968,BEL,9009301330,8462817903,-546483427
941,1968,BEN,45759622,24283733,-21475889
942,1968,BFA,32705151,21612130,-11093021
943,1968,BGR,386667499,272131425,-114536074
944,1968,BHR,213070274,120385656,-92684618
945,1968,BHS,231136492,45579185,-185557307
946,1968,BLZ,8730,18155,9425
947,1968,BMU,140142904,45024458,-95118446
948,1968,BOL,147937003,129697759,-18239244
949,1968,BRA,2131176369,2043089515,-88086854
950,1968,BRB,85352992,29405759,-55947233
951,1968,BRN,64636123,116828784,52192661
952,1968,CAF,31246895,35016650,3769755
953,1968,CAN,11007625066,12853913777,1846288711
954,1968,CHE,4929930509,3885667119,-1044263390
955,1968,CHL,791694730,1077487628,285792898
956,1968,CHN,1286425184,1490256134,203830950
957,1968,CIV,304852215,487520175,182667960
958,1968,CMR,166345658,209779013,43433355
959,1968,COD,288404369,605209495,316805126
960,1968,COG,88825693,90748321,1922628
961,1968,COL,630661948,578786298,-51875650
962,1968,COM,4866177,3173041,-1693136
963,1968,CPV,1959268,7565,-1951703
964,1968,CRI,197980903,188561045,-9419858
965,1968,CUB,220958585,157918620,-63039965
966,1968,CYP,146110220,88658089,-57452131
967,1968,DEU,19642510569,26890920732,7248410163
968,1968,DJI,25269228,2076306,-23192922
969,1968,DMA,506299,0,-506299
970,1968,DNK,3067387576,2524406142,-542981434
971,1968,DOM,201553254,168554664,-32998590
972,1968,DZA,772691729,943024876,170333147
973,1968,ECU,243880970,257863555,13982585
974,1968,EGY,519091714,440815715,-78275999
975,1968,ESH,707692,1540,-706152
976,1968,ESP,3462281171,1763793443,-1698487728
977,1968,ETH,145927676,102852071,-43075605
978,1968,FIN,1280086728,1472597502,192510774
979,1968,FJI,69457909,31172702,-38285207
980,1968,FRA,13779754574,12211054035,-1568700539
981,1968,FRO,0,23125,23125
982,1968,GAB,59988536,157723392,97734856
983,1968,GBR,17425323546,14882909927,-2542413619
984,1968,GHA,275806344,344962905,69156561
985,1968,GIB,3509356,24569,-3484787
986,1968,GIN,24882062,44498428,19616366
987,1968,GMB,16873744,12602402,-4271342
988,1968,GNB,29343258,13417576,-15925682
989,1968,GNQ,12204681,2721873,-9482808
990,1968,GRC,1379643974,478077707,-901566267
991,1968,GRL,2688698,0,-2688698
992,1968,GTM,246751988,259049535,12297547
993,1968,GUY,91766849,114249910,22483061
994,1968,HKG,2125346612,1793985145,-331361467
995,1968,HND,168740362,215813233,47072871
996,1968,HTI,42133660,42471141,337481
997,1968,HUN,486484009,434255364,-52228645
998,1968,IDN,753564060,964557300,210993240
999,1968,IND,2096248342,1608534502,-487713840
1000,1968,IRL,1194628271,885537498,-309090773
1001,1968,IRN,1292300728,2113301744,821001016
1002,1968,IRQ,288743603,1006513834,717770231
1003,1968,ISL,112602962,74031340,-38571622
1004,1968,ISR,1037308077,625843089,-411464988
1005,1968,ITA,9817596611,9576704662,-240891949
1006,1968,JAM,350284470,263592183,-86692287
1007,1968,JOR,152033367,29721491,-122311876
1008,1968,JPN,11398886745,12364174600,965287855
1009,1968,KEN,292861034,163629922,-129231112
1010,1968,KHM,88308426,84658309,-3650117
1011,1968,KNA,0,12774,12774
1012,1968,KOR,1407130581,413222152,-993908429
1013,1968,KWT,487034874,2024573868,1537538994
1014,1968,LAO,40253096,4157141,-36095955
1015,1968,LBN,615064198,274475773,-340588425
1016,1968,LBR,666172674,230772455,-435400219
1017,1968,LBY,664231239,1923977151,1259745912
1018,1968,LKA,351773218,335518530,-16254688
1019,1968,MAC,0,25661,25661
1020,1968,MAR,517581087,471556499,-46024588
1021,1968,MDG,152750823,136953624,-15797199
1022,1968,MEX,2204506141,1509518675,-694987466
1023,1968,MLI,27293070,10510808,-16782262
1024,1968,MLT,134565083,24046315,-110518768
1025,1968,MMR,167611999,120290690,-47321309
1026,1968,MNG,1323542,4034177,2710635
1027,1968,MOZ,222336983,199339292,-22997691
1028,1968,MRT,39462911,84445220,44982309
1029,1968,MUS,52913653,71087073,18173420
1030,1968,MWI,62032728,60580773,-1451955
1031,1968,MYS,1239938616,1478205272,238266656
1032,1968,NCL,95118920,103243682,8124762
1033,1968,NER,42256636,39470534,-2786102
1034,1968,NGA,490909392,535906123,44996731
1035,1968,NIC,183087836,167553431,-15534405
1036,1968,NLD,12387067087,10624081833,-1762985254
1037,1968,NOR,2569784611,1947409665,-622374946
1038,1968,NPL,38154294,26722475,-11431819
1039,1968,NZL,855158650,1091253603,236094953
1040,1968,OMN,135996529,589389492,453392963
1041,1968,PAK,959727328,706386481,-253340847
1042,1968,PAN,506333686,154229473,-352104213
1043,1968,PER,626428107,942522167,316094060
1044,1968,PHL,1364012505,1033557230,-330455275
1045,1968,PNG,125747465,51787373,-73960092
1046,1968,POL,995575301,975030892,-20544409
1047,1968,PRK,46463958,52343754,5879796
1048,1968,PRT,1181812288,779295070,-402517218
1049,1968,PRY,88557049,52177690,-36379359
1050,1968,PYF,52551958,11689945,-40862013
1051,1968,QAT,126303881,321801008,195497127
1052,1968,REU,106068953,46166481,-59902472
1053,1968,ROU,730163704,539458215,-190705489
1054,1968,RWA,9424324,4464459,-4959865
1055,1968,SAU,739873789,2012685830,1272812041
1056,1968,SDN,247244873,237423081,-9821792
1057,1968,SEN,216465586,172383455,-44082131
1058,1968,SGP,1661896187,1015123441,-646772746
1059,1968,SLE,71445824,127211027,55765203
1060,1968,SLV,210374863,215873393,5498530
1061,1968,SOM,36974705,38774780,1800075
1062,1968,SPM,7436192,1237624,-6198568
1063,1968,SUR,83069117,125349058,42279941
1064,1968,SWE,4884784866,4734257986,-150526880
1065,1968,SYR,164133560,199147822,35014262
1066,1968,TCD,30591348,28702984,-1888364
1067,1968,TGO,41930683,50629304,8698621
1068,1968,THA,1092725006,658157587,-434567419
1069,1968,TLS,19106017,29834644,10728627
1070,1968,TTO,394381863,422908654,28526791
1071,1968,TUN,219963834,173360833,-46603001
1072,1968,TUR,771983571,546611041,-225372530
1073,1968,TWN,1130242353,802611289,-327631064
1074,1968,TZA,147651730,204282638,56630908
1075,1968,UGA,70008976,167348415,97339439
1076,1968,URY,150723103,173721299,22998196
1077,1968,USA,32421133681,33812798663,1391664982
1078,1968,VEN,1363723077,2842922925,1479199848
1079,1968,VIR,43647396,0,-43647396
1080,1968,VNM,772898800,20128029,-752770771
1081,1968,VUT,42480735,80412631,37931896
1082,1968,WSM,6613127,2800611,-3812516
1083,1968,YEM,9087651,5575928,-3511723
1084,1968,ZAF,2428481871,2011062120,-417419751
1085,1968,ZMB,270603028,722963095,452360067
1086,1968,ZWE,43210628,24953291,-18257337
1087,1969,AGO,311363251,346444311,35081060
1088,1969,ALB,21224084,7672992,-13551092
1089,1969,AND,0,3245,3245
